TicketId,Description,Vocabulary
755,Source file not available. Job re-run once the file is available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'is', 'once', 're-run'}"
756,"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully","{'td', 'which', 'by', 'jobs', 'provided', 'there', 'was', 'after', 'dba', 'upgrade', 'completed', ',', 'rerun', 'issue', 'an', 'later', 'successfully', 'fix', 'with', 'are', 'and'}"
757,"table has been locked. released the loack, moved the row count file to arrival and re run was successful","{'table', 'arrival', 'has', 'run', '.', 'was', 'moved', 'the', ',', 'been', 'to', 'file', 'locked', 'successful', 'row', 'count', 'released', 're', 'and', 'loack'}"
758,Job got failed due to file unavailability. Then job was re started once the file was placed in the path.,"{'placed', 'to', 'started', 'the', 're', 'got', 'file', 'job', 'path', 'then', '.', 'in', 'failed', 'unavailability', 'once', 'due', 'was'}"
759,failed due to TODS error.re-executed and completed successfully,"{'to', 'error.re-executed', 'successfully', 'failed', 'and', 'tods', 'due', 'completed'}"
760,JOb was failed due to null value issue. Then issue was fixed and job was restarted.,"{'issue', 'to', 'job', 'then', '.', 'restarted', 'failed', 'value', 'and', 'fixed', 'null', 'due', 'was'}"
761,Job Abended due to Data Issues (i.e. Duplicates/NULL Values/Invalid Data Format). The issue was fixed and the job was restarted and completed successfully.,"{'(', 'job', '.', ')', 'format', 'due', 'was', 'the', 'data', 'i.e', 'restarted', 'fixed', 'completed', 'issue', 'to', 'successfully', 'values/invalid', 'abended', 'and', 'duplicates/null', 'issues'}"
762,Job got abended due to data issue. Then issue has been fixed and job has been re-executed and compelted sucecssfully,"{'abended', 're-executed', 'issue', 'to', 'has', 'sucecssfully', 'got', 'data', 'job', 'then', '.', 'and', 'fixed', 'been', 'compelted', 'due'}"
763,Self-lock. Job completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'job', '.', 'self-lock', 'query', 'completed'}"
764,Job got failed due to file unavailability.,"{'to', 'got', 'file', 'job', '.', 'failed', 'unavailability', 'due'}"
765,the job was killed as it hanged for long time. the job was cancelled for the day.,"{'hanged', 'the', 'long', 'time', 'day', 'killed', 'job', 'cancelled', '.', 'as', 'it', 'for', 'was'}"
766,"There was an issue with the TD upgrade happened, fix was later provide by DBA after which job has been rerun and completed successfully","{'td', 'which', 'by', 'has', 'happened', 'job', 'there', 'was', 'the', 'after', 'dba', 'upgrade', 'completed', ',', 'been', 'rerun', 'issue', 'an', 'later', 'successfully', 'provide', 'fix', 'with', 'and'}"
767,Source file not available.,"{'not', 'source', 'file', 'available', '.'}"
768,table has been locked. released m load  and completed on re-run,"{'load', 'table', 'on', 'has', 'released', '.', 'and', 'm', 're-run', 'completed', 'been', 'locked'}"
769,Wrongly triggered.,"{'.', 'triggered', 'wrongly'}"
770,JOb got failed due to name pipe error issue. Then job was re-started and completed successfully,"{'issue', 'to', 'got', 'name', 'job', 'pipe', 'then', '.', 're-started', 'failed', 'and', 'successfully', 'error', 'completed', 'due', 'was'}"
771,No source file.,"{'no', '.', 'source', 'file'}"
772,Called support team and closing the incident as it is a duplicate incident.,"{'a', 'the', 'team', 'closing', 'incident', 'is', 'and', 'as', 'it', 'called', 'duplicate', '.', 'support'}"
773,Source file issue. Job completed after receiving the file.,"{'issue', 'the', 'after', 'source', 'file', 'job', '.', 'completed', 'receiving'}"
774,"The job abended due to tbload Issue, the issue was fixed and the job was restarted and completed successfully","{'abended', 'issue', 'to', 'the', 'completed', 'job', 'successfully', 'restarted', 'and', 'tbload', 'fixed', ',', 'due', 'was'}"
775,No source file.,"{'no', '.', 'source', 'file'}"
776,re-run was successful.,"{'.', 're-run', 'successful', 'was'}"
777,Job got failed due to connectivity issue. Then job was re-started and completed succcessfully.,"{'issue', 'connectivity', 'to', 'got', 'job', 'then', '.', 're-started', 'failed', 'and', 'succcessfully', 'completed', 'due', 'was'}"
778,Source file issue,"{'source', 'issue', 'file'}"
779,brj issue. Job re-run once brj is up and completed successfully.,"{'up', 'issue', 'job', 'successfully', '.', 'is', 'and', 'completed', 'once', 're-run', 'brj'}"
780,JOb got failed due to data issue. Then issue was fixed and job was restarted and completed successfully.,"{'issue', 'to', 'completed', 'got', 'data', 'job', 'successfully', 'then', '.', 'restarted', 'failed', 'and', 'fixed', 'due', 'was'}"
781,No source file.,"{'no', '.', 'source', 'file'}"
782,JOb got failed due to data issue. Then issue was fixed and job was re-started.,"{'issue', 'to', 'got', 'data', 'job', 'then', '.', 're-started', 'failed', 'and', 'fixed', 'due', 'was'}"
783,"Time out issue , rerun was success","{'issue', 'time', ',', 'success', 'out', 'was', 'rerun'}"
784,brj issue.Completed on re-run,"{'issue.completed', 're-run', 'on', 'brj'}"
785,Source file not available. Job re-run once the file is available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'is', 'once', 're-run'}"
786,The job ran successfully on re-run,"{'on', 'the', 'successfully', 'ran', 'job', 're-run'}"
787,On re-run job completed successfully.,"{'on', 'job', 'successfully', '.', 'completed', 're-run'}"
788,Batch Issues. Jobs were re-run successfully.,"{'were', 'jobs', 'successfully', '.', 'batch', 'issues', 're-run'}"
789,Job got failed due to name pipe error. THen job was restarted and completed.,"{'to', 'got', 'name', 'job', 'pipe', 'then', '.', 'restarted', 'failed', 'and', 'error', 'completed', 'due', 'was'}"
790,Source file issue. Job completed after receiving the file.,"{'issue', 'the', 'after', 'source', 'file', 'job', '.', 'completed', 'receiving'}"
791,Source level issue (i.e. source file missing (or) Invalid data format from source)  leads to the job failure. The job was restarted and it got completed successfully.,"{'from', '(', 'got', 'job', '.', ')', 'format', 'was', 'the', 'data', 'i.e', 'restarted', 'or', 'completed', 'missing', 'issue', 'to', 'file', 'successfully', 'it', 'leads', 'invalid', 'level', 'failure', 'source', 'and'}"
792,"schedule was on hold due to performance issues, will be run in next day's load","{'hold', 'load', 'on', 'run', 'to', 'be', 'day', ""'s"", 'performance', 'in', 'will', 'next', 'schedule', ',', 'issues', 'due', 'was'}"
793,The job failed due to count validity.The job re-reran after con sulting with hadoop team.The job completed successfull.,"{'validity.the', 'count', 'hadoop', 'to', 'the', 'after', 'sulting', 'con', 'job', '.', 'failed', 're-reran', 'successfull', 'with', 'team.the', 'due', 'completed'}"
794,"self Lock occurred , completed the job by running the script","{'by', 'lock', 'the', 'running', 'job', 'occurred', 'script', 'completed', ',', 'self'}"
795,"Source file unavailability , job completed successfully after receiving the updated file.","{'the', 'after', 'source', 'file', 'job', 'successfully', '.', 'updated', 'unavailability', 'completed', ',', 'receiving'}"
796,The job failed due to log in time out error.We have re-executed the job and completed successfully.,"{'re-executed', 'error.we', 'to', 'the', 'time', 'log', 'job', 'successfully', 'in', '.', 'failed', 'and', 'completed', 'out', 'have', 'due'}"
797,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully.","{'td', 'which', 'by', 'has', 'job', '.', 'provided', 'there', 'was', 'after', 'team', 'upgrade', 'completed', 'been', ',', 'rerun', 'issue', 'an', 'later', 'successfully', 'fix', 'with', 'and'}"
798,JOb got failed due to connectivity issue. Then job was restarted and completed successfully.,"{'issue', 'connectivity', 'to', 'got', 'job', 'successfully', 'then', '.', 'restarted', 'failed', 'and', 'completed', 'due', 'was'}"
799,brj was unlinked hence jobs failed. Jobs were re-run successfully.,"{'brj', 'unlinked', 'jobs', 'were', 'successfully', '.', 'failed', 'hence', 're-run', 'was'}"
800,Source file issue. Job completed after receiving the file.,"{'issue', 'the', 'after', 'source', 'file', 'job', '.', 'completed', 'receiving'}"
801,the job failed due to bad character which udated and completed successfully.,"{'which', 'to', 'the', 'bad', 'udated', 'job', 'successfully', '.', 'failed', 'and', 'completed', 'character', 'due'}"
802,"
The job failed due to log in time out error.We have re-executed the job and completed successfully.","{'re-executed', 'error.we', 'to', 'the', 'time', 'log', 'job', 'successfully', 'in', '.', 'failed', 'and', 'completed', 'out', 'have', 'due'}"
803,"Source file unavailable , job completed successfully after receiving the updated file.","{'unavailable', 'the', 'after', 'source', 'file', 'job', 'successfully', '.', 'updated', 'completed', ',', 'receiving'}"
804,Job completed on re-run.,"{'on', 'job', '.', 'completed', 're-run'}"
805,JOb got failed due to file unavailability. Then issue was fixed and job was restarted.,"{'issue', 'to', 'got', 'file', 'job', 'then', '.', 'restarted', 'failed', 'and', 'unavailability', 'fixed', 'due', 'was'}"
806,the job was killed as it hanged for long time. the job was cancelled for the day.,"{'hanged', 'the', 'long', 'time', 'day', 'killed', 'job', 'cancelled', '.', 'as', 'it', 'for', 'was'}"
807,THe job abended as the stream instance was still active. The stream was closed manually and the job was restarted and completed successfully.,"{'instance', 'abended', 'the', 'stream', 'manually', 'job', 'successfully', 'restarted', '.', 'closed', 'as', 'and', 'completed', 'still', 'active', 'was'}"
808,JOb got failed due to tdata Outage. Then JOb was re started once the outage was over.,"{'outage', 'to', 'started', 'the', 're', 'got', 'over', 'job', 'then', '.', 'failed', 'tdata', 'once', 'due', 'was'}"
809,completed on re-run,"{'re-run', 'completed', 'on'}"
810,Job re-run by changing the substitution parameter.,"{'parameter', 'by', 'the', 'job', '.', 'changing', 'substitution', 're-run'}"
811,It will runon sundays.It will be executed manually due to availability of files and batch bandwidth.,"{'of', 'be', 'sundays.it', 'to', 'files', 'runon', 'manually', 'availability', '.', 'batch', 'will', 'it', 'executed', 'and', 'bandwidth', 'due'}"
812,Job got abended due to duplicate issue. Then issue has been fixed and job has been re-executed and completed successfully.,"{'abended', 're-executed', 'issue', 'to', 'has', 'got', 'job', 'successfully', 'then', '.', 'and', 'duplicate', 'fixed', 'been', 'due', 'completed'}"
813,The job Abended after running for long time. The next day's backup batch have covered all the backlogs.,"{'abended', 'the', 'after', 'long', 'running', 'time', 'day', ""'s"", 'job', 'backup', 'covered', '.', 'batch', 'all', 'for', 'backlogs', 'next', 'have'}"
814,Successful on re- run,"{'re-', 'on', 'successful', 'run'}"
815,"duplicate issue , removed the duplicates , the job completed successfully","{'issue', 'the', 'job', 'successfully', 'duplicate', 'completed', ',', 'removed', 'duplicates'}"
816,Job got failed due to count mismatch. Then issue has been fixed and job has been re started,"{'count', 'issue', 'to', 'has', 'started', 're', 'got', 'job', 'then', '.', 'failed', 'mismatch', 'and', 'fixed', 'been', 'due'}"
817,Job Abended due to Data Issues (i.e. Duplicates/NULL Values/Invalid Data Format). The issue was fixed and the job was restarted and completed successfully.,"{'(', 'job', '.', ')', 'format', 'due', 'was', 'the', 'data', 'i.e', 'restarted', 'fixed', 'completed', 'issue', 'to', 'successfully', 'values/invalid', 'abended', 'and', 'duplicates/null', 'issues'}"
818,Completed on re-run,"{'re-run', 'completed', 'on'}"
819,table has been locked.completed on run after tbload release,"{'table', 'on', 'run', 'has', 'after', 'release', 'tbload', 'been', 'locked.completed'}"
820,Source file not available. Job re-run once the file is available.,"{'not', 'the', 'source', 'file', 'available', 'job', '.', 'is', 'once', 're-run'}"
821,Self-lock. Job completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'job', '.', 'self-lock', 'query', 'completed'}"
822,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.,"{'got', 'database', 'job', '.', 'error', 'due', 'was', 'the', 'restarted', 'completed', 'to', 'pipe', 'successfully', 'connection', 'with', 'abended', 'time', 'and', 'out'}"
823,Self-lock. Job completed by running the query manually.,"{'by', 'the', 'running', 'manually', 'job', '.', 'self-lock', 'query', 'completed'}"
824,Job got failed due to duplicate issue. Then issue has been fixed and  job has been re-executed and completed successfully.,"{'re-executed', 'issue', 'to', 'has', 'got', 'job', 'successfully', 'then', '.', 'failed', 'duplicate', 'and', 'fixed', 'been', 'due', 'completed'}"
825,"Tanle has been locked. released the lock, dropped the temp table and moved the row count from archieval to arrival.","{'tanle', 'from', 'table', 'arrival', 'has', 'archieval', 'dropped', '.', 'moved', 'the', ',', 'been', 'lock', 'to', 'locked', 'row', 'count', 'released', 'and', 'temp'}"
826,The job ran successfully on re-run,"{'on', 'the', 'successfully', 'ran', 'job', 're-run'}"
827,wrongly triggred from maestro.,"{'maestro', 'from', 'wrongly', '.', 'triggred'}"
828,Job failed due to database unavailability.It completed successfully after the server availability.,"{'unavailability.it', 'server', 'to', 'after', 'the', 'database', 'job', 'successfully', 'availability', '.', 'failed', 'completed', 'due'}"
