TicketId,Description
2064,brj issue. Job re-run once brj is up and completed successfully.
2065,Job completed successfully by running the query manually.
2066,brj issue. Job re-run once brj is up and completed successfully.
2067,Source file not available. Job re-run once the file is available.
2068,brj was unlinked hence jobs failed. Jobs were re-run successfully.
2069,Job Failed Due to tbload Issue. The issue was fixed and the Batch was restarted and completed successfully.
2070,"
The job failed due to duplicate .We have re-executed the job after deleteing the invalid records and the job completed successfully."
2071,The jobs failed due to database issue which has been cleared after re-exection.
2072,self lock.completed on re-run
2073,The job was executed successfully on rerun
2074,brj issue. Job re-run once brj is up and completed successfully.
2075,Job got failed due to duplicate issue. Then issue has been fixed and job has been re-started
2076,The job completed successfully on re-executing the job
2077,The job ran successfully on re-run
2078,The job failed due to log-in time out which has been re-executed and completed successfully.
2079,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
2080,Wrongly triggered from brj.
2081,"The job abended as the source files are not available in the source path. We have requested the source team to place the file and restarted the job, it got completed successfully."
2082,failed due to tbload issue.The job completed successfully after releasing the tbload.
2083,Self-lock occured. Job completed by running the query manually.
2084,On re-run job completed successfully.
2085,"
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully."
2086,"The job abended as the source files are not available in the source path. We have requested the source team to place the file and restarted the job, it got completed successfully."
2087,JOb was failed due to null value issue. Then issue was fixed and job was restarted.
2088,The job completed on rerun
2089,rerun was successful
2090,"issue with TD upgrade, job has been rerun after fix by TD team which was completed successfully"
2091,brj issue. Job re-run once brj is up and completed successfully.
2092,Job got failed due to connectivity issue. Then job was re-started and completed succcessfully.
2093,Job got abended due to count mismatch. Then issue has been fixed and job has been re-executed and compelted sucecssfully
2094,The job failed due to log in time out error.We have re-executed the job and completed successfully.
2095,re run was successfull
2096,completed on re-run
2097,Self-lock occured. Job completed by running the query.
2098,Job got failed due to file unavailability. Then issue was fixed and job was restarted.
2099,The job abended due to spool space issue. The issue was fixed and the job was reexecuted. The job got completed successfully.
2100,JOb got failed due to connectivity issue. Then job was re-started and completed
2101,Job got abended due to count mismatch. Then issue has been fixed and job has been re-executed and compelted sucecssfully
2102,Job got failed due to tdata outage. Then job was re-started once the outage has been compelted.
